shipment_id,order_id,order_date,delivery_month,customer_region,supplier_id,supplier_name,reliability_score,reliability_band,warehouse_id,warehouse_name,city,overload_risk_band,product_id,product_name,category,order_quantity,order_value_eur,priority,shipment_status,promised_delivery_date,actual_delivery_date,delay_days,late_delivery_flag,delay_reason,stockout_risk_flag,warehouse_overload_flag
SHP-004623,ORD-004623,2025-12-28,2026-01,DE-East,SUP-002,Baltic Packaging,0.954,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0031,Controller 0031,Electronics,91,23841.09,standard,delivered,2026-01-12,2026-01-13,1.0,True,carrier_delay,False,True
SHP-004624,ORD-004624,2025-10-03,2025-10,DE-South,SUP-004,Nordic Freight Supplies,0.931,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0169,Carton 0169,Packaging,152,29985.04,standard,delivered,2025-10-17,2025-10-21,4.0,True,warehouse_capacity_constraint,False,False
SHP-004625,ORD-004625,2025-03-12,2025-03,DE-North,SUP-015,Alpine Industrial Parts,0.925,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0163,Aluminium Rod 0163,Raw Materials,199,77972.18,expedited,delivered,2025-03-18,2025-03-18,0.0,False,,False,False
SHP-004626,ORD-004626,2025-04-26,2025-05,DE-South,SUP-009,Ruhr Mechanical,0.965,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0042,Label Roll 0042,Packaging,494,113209.98,standard,delivered,2025-05-06,2025-05-08,2.0,True,inventory_shortage,True,False
SHP-004627,ORD-004627,2025-12-12,2025-12,DE-Central,SUP-024,Bavaria Textile Group,0.894,high,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0068,Rubber Seal 0068,Raw Materials,332,118822.8,critical,delivered,2025-12-27,2025-12-28,1.0,True,warehouse_capacity_constraint,True,False
SHP-004628,ORD-004628,2025-12-04,2025-12,DE-Central,SUP-001,Rhine Components,0.724,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0013,Plastic Resin 0013,Raw Materials,216,57507.84,standard,delivered,2025-12-12,2025-12-10,-2.0,False,,True,False
SHP-004629,ORD-004629,2025-11-14,2025-11,DE-West,SUP-024,Bavaria Textile Group,0.894,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0068,Rubber Seal 0068,Raw Materials,161,57621.9,standard,delivered,2025-11-27,2025-11-30,3.0,True,warehouse_capacity_constraint,False,False
SHP-004630,ORD-004630,2025-09-02,2025-09,DE-Central,SUP-022,Black Forest Plastics,0.971,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0034,Label Roll 0034,Packaging,242,43613.24,critical,delivered,2025-09-12,2025-09-12,0.0,False,,False,False
SHP-004631,ORD-004631,2025-01-04,2025-01,DE-South,SUP-012,Bavaria Textile Group,0.813,medium,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0176,Bracket 0176,Mechanical,208,7587.84,expedited,delivered,2025-01-16,2025-01-14,-2.0,False,,False,False
SHP-004632,ORD-004632,2025-07-03,2025-07,DE-Central,SUP-023,Saxon Metals,0.93,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0153,Controller 0153,Electronics,42,9492.84,expedited,delivered,2025-07-17,2025-07-17,0.0,False,,False,True
SHP-004633,ORD-004633,2025-12-22,2026-01,DE-North,SUP-019,Danube Tools,0.652,low,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0084,Steel Sheet 0084,Raw Materials,282,108860.46,standard,delivered,2026-01-01,2026-01-02,1.0,True,supplier_late_dispatch,False,False
SHP-004634,ORD-004634,2025-12-17,2025-12,DE-South,SUP-022,Black Forest Plastics,0.971,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0140,Steel Sheet 0140,Raw Materials,66,29687.46,expedited,delivered,2025-12-29,2025-12-29,0.0,False,,False,False
SHP-004635,ORD-004635,2025-03-28,2025-04,DE-Central,SUP-009,Ruhr Mechanical,0.965,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0044,Bracket 0044,Mechanical,220,63353.4,expedited,delivered,2025-04-04,2025-04-18,14.0,True,carrier_delay,True,False
SHP-004636,ORD-004636,2025-05-22,2025-06,DE-South,SUP-009,Ruhr Mechanical,0.965,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0044,Bracket 0044,Mechanical,84,24189.48,standard,delivered,2025-06-01,2025-06-01,0.0,False,,False,False
SHP-004637,ORD-004637,2025-07-31,2025-08,DE-Central,SUP-008,Hanseatic Materials,0.604,low,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0030,Sensor 0030,Electronics,75,22873.5,standard,delivered,2025-08-12,2025-08-15,3.0,True,supplier_late_dispatch,False,False
SHP-004638,ORD-004638,2025-12-07,2025-12,DE-East,SUP-004,Nordic Freight Supplies,0.931,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0017,Cover Sheet 0017,Textiles,12,1062.24,standard,delivered,2025-12-22,2025-12-23,1.0,True,warehouse_capacity_constraint,False,True
SHP-004639,ORD-004639,2025-04-01,2025-04,DE-East,SUP-019,Danube Tools,0.652,low,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0124,Scanner 0124,Electronics,149,33235.94,standard,delivered,2025-04-10,2025-04-17,7.0,True,quality_hold,False,True
SHP-004640,ORD-004640,2025-04-21,2025-04,DE-West,SUP-013,Rhine Components,0.887,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0056,Valve 0056,Mechanical,319,92484.48,standard,in_transit,2025-04-28,,,,,False,False
SHP-004641,ORD-004641,2025-11-18,2025-11,DE-East,SUP-013,Rhine Components,0.887,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0056,Valve 0056,Mechanical,225,65232.0,standard,delivered,2025-11-27,2025-11-27,0.0,False,,False,False
SHP-004642,ORD-004642,2025-11-15,2025-11,DE-Central,SUP-019,Danube Tools,0.652,low,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0046,Carton 0046,Packaging,360,135414.0,standard,delivered,2025-11-21,2025-11-23,2.0,True,carrier_delay,False,False
SHP-004643,ORD-004643,2025-03-09,2025-03,DE-North,SUP-022,Black Forest Plastics,0.971,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0140,Steel Sheet 0140,Raw Materials,61,27438.41,standard,delivered,2025-03-19,2025-03-20,1.0,True,,False,False
SHP-004644,ORD-004644,2025-08-26,2025-09,DE-South,SUP-006,Elbe Manufacturing,0.939,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0004,Bracket 0004,Mechanical,168,12052.32,standard,delivered,2025-09-04,2025-09-04,0.0,False,,False,True
SHP-004645,ORD-004645,2025-09-07,2025-09,DE-West,SUP-014,Baltic Packaging,0.868,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0160,Foam Insert 0160,Packaging,478,51523.62,expedited,delivered,2025-09-13,2025-09-13,0.0,False,,True,False
SHP-004646,ORD-004646,2025-12-17,2025-12,DE-Central,SUP-011,Saxon Metals,0.611,low,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0109,Label Roll 0109,Packaging,804,289222.92,standard,delivered,2025-12-24,2025-12-23,-1.0,False,,True,False
SHP-004647,ORD-004647,2025-10-27,2025-11,DE-South,SUP-002,Baltic Packaging,0.954,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0028,Steel Sheet 0028,Raw Materials,136,45895.92,standard,delivered,2025-11-07,2025-11-06,-1.0,False,,False,False
SHP-004648,ORD-004648,2025-05-03,2025-05,DE-West,SUP-020,Hanseatic Materials,0.846,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0088,Foam Insert 0088,Packaging,225,93168.0,standard,delivered,2025-05-11,2025-05-09,-2.0,False,,False,False
SHP-004649,ORD-004649,2025-12-27,2026-01,DE-Central,SUP-020,Hanseatic Materials,0.846,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0041,Plastic Resin 0041,Raw Materials,301,37655.1,expedited,delivered,2026-01-03,2026-01-01,-2.0,False,,False,True
SHP-004650,ORD-004650,2025-12-22,2026-01,DE-West,SUP-004,Nordic Freight Supplies,0.931,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0045,Cover Sheet 0045,Textiles,338,85831.72,expedited,delivered,2026-01-06,2026-01-08,2.0,True,quality_hold,True,False
SHP-004651,ORD-004651,2025-12-11,2025-12,DE-South,SUP-014,Baltic Packaging,0.868,medium,WH-003,Munich Distribution Center,Munich,medium,PRD-0160,Foam Insert 0160,Packaging,779,83968.41,standard,delivered,2025-12-16,2025-12-16,0.0,False,,True,True
SHP-004652,ORD-004652,2025-05-02,2025-05,DE-South,SUP-003,Alpine Industrial Parts,0.922,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0061,Controller 0061,Electronics,157,26080.84,expedited,delivered,2025-05-10,2025-05-10,0.0,False,,True,False
SHP-004653,ORD-004653,2025-11-25,2025-12,DE-North,SUP-013,Rhine Components,0.887,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0127,Plastic Resin 0127,Raw Materials,284,99357.4,standard,delivered,2025-12-02,2025-12-03,1.0,True,,False,False
SHP-004654,ORD-004654,2025-01-21,2025-02,DE-East,SUP-016,Nordic Freight Supplies,0.901,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0005,Steel Sheet 0005,Raw Materials,402,108913.86,standard,delivered,2025-02-06,2025-02-06,0.0,False,,True,False
SHP-004655,ORD-004655,2025-12-06,2025-12,DE-South,SUP-006,Elbe Manufacturing,0.939,high,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0098,Steel Sheet 0098,Raw Materials,459,161008.02,standard,delivered,2025-12-12,2025-12-12,0.0,False,,False,True
SHP-004656,ORD-004656,2025-01-21,2025-01,DE-East,SUP-020,Hanseatic Materials,0.846,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0155,Plastic Resin 0155,Raw Materials,410,71655.7,expedited,delivered,2025-01-31,2025-01-31,0.0,False,,True,True
SHP-004657,ORD-004657,2025-12-31,2026-01,DE-Central,SUP-010,Black Forest Plastics,0.829,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0170,Scanner 0170,Electronics,35,2722.3,expedited,delivered,2026-01-08,2026-01-07,-1.0,False,,False,True
SHP-004658,ORD-004658,2025-11-07,2025-11,DE-South,SUP-012,Bavaria Textile Group,0.813,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0097,Foam Insert 0097,Packaging,701,221382.81,standard,delivered,2025-11-21,2025-11-22,1.0,True,supplier_late_dispatch,True,False
SHP-004659,ORD-004659,2025-10-28,2025-11,DE-South,SUP-015,Alpine Industrial Parts,0.925,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0021,Foam Insert 0021,Packaging,280,23920.4,standard,delivered,2025-11-04,2025-11-04,0.0,False,,False,False
SHP-004660,ORD-004660,2025-07-18,2025-07,DE-West,SUP-010,Black Forest Plastics,0.829,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0170,Scanner 0170,Electronics,97,7544.66,expedited,delivered,2025-07-25,2025-07-25,0.0,False,,True,False
SHP-004661,ORD-004661,2025-10-16,2025-10,DE-North,SUP-019,Danube Tools,0.652,low,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0174,Plastic Resin 0174,Raw Materials,67,15122.57,expedited,delivered,2025-10-26,2025-10-26,0.0,False,,False,False
SHP-004662,ORD-004662,2025-12-17,2025-12,DE-East,SUP-007,Danube Tools,0.771,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0036,Work Gloves 0036,Textiles,262,9487.02,standard,delivered,2025-12-24,2025-12-24,0.0,False,,False,False
SHP-004663,ORD-004663,2025-07-31,2025-08,DE-North,SUP-008,Hanseatic Materials,0.604,low,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0078,Cover Sheet 0078,Textiles,249,29688.27,standard,delivered,2025-08-12,2025-08-12,0.0,False,,False,False
SHP-004664,ORD-004664,2025-12-28,2026-01,DE-East,SUP-008,Hanseatic Materials,0.604,low,WH-004,Cologne Distribution Center,Cologne,low,PRD-0053,Work Gloves 0053,Textiles,204,78919.44,standard,delivered,2026-01-09,2026-01-10,1.0,True,supplier_late_dispatch,False,False
SHP-004665,ORD-004665,2025-06-17,2025-06,DE-South,SUP-010,Black Forest Plastics,0.829,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0157,Aluminium Rod 0157,Raw Materials,367,135745.96,standard,delivered,2025-06-22,2025-06-22,0.0,False,,False,False
SHP-004666,ORD-004666,2025-11-12,2025-11,DE-South,SUP-003,Alpine Industrial Parts,0.922,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0035,Gear 0035,Mechanical,316,45715.72,expedited,delivered,2025-11-17,2025-11-16,-1.0,False,,True,True
SHP-004667,ORD-004667,2025-11-15,2025-11,DE-East,SUP-019,Danube Tools,0.652,low,WH-003,Munich Distribution Center,Munich,medium,PRD-0066,Bracket 0066,Mechanical,234,45735.3,standard,delivered,2025-11-22,2025-11-23,1.0,True,supplier_late_dispatch,False,False
SHP-004668,ORD-004668,2025-10-07,2025-10,DE-West,SUP-018,Elbe Manufacturing,0.745,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0038,Valve 0038,Mechanical,150,11089.5,standard,delivered,2025-10-16,2025-10-14,-2.0,False,,False,True
SHP-004669,ORD-004669,2025-09-28,2025-10,DE-Central,SUP-013,Rhine Components,0.887,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0092,Valve 0092,Mechanical,193,66274.27,standard,delivered,2025-10-05,2025-10-05,0.0,False,,False,False
SHP-004670,ORD-004670,2025-04-12,2025-04,DE-South,SUP-018,Elbe Manufacturing,0.745,medium,WH-003,Munich Distribution Center,Munich,medium,PRD-0147,Work Gloves 0147,Textiles,81,24069.15,expedited,delivered,2025-04-21,2025-04-21,0.0,False,,False,False
SHP-004671,ORD-004671,2025-07-12,2025-07,DE-South,SUP-001,Rhine Components,0.724,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0013,Plastic Resin 0013,Raw Materials,347,92385.28,standard,delivered,2025-07-21,2025-07-24,3.0,True,warehouse_capacity_constraint,True,True
SHP-004672,ORD-004672,2025-06-07,2025-06,DE-South,SUP-015,Alpine Industrial Parts,0.925,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0163,Aluminium Rod 0163,Raw Materials,440,172400.8,expedited,delivered,2025-06-15,2025-06-13,-2.0,False,,False,False
SHP-004673,ORD-004673,2025-04-26,2025-05,DE-East,SUP-007,Danube Tools,0.771,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0095,Sensor 0095,Electronics,62,26505.0,standard,delivered,2025-05-05,2025-05-15,10.0,True,weather_disruption,True,False
SHP-004674,ORD-004674,2025-04-20,2025-04,DE-East,SUP-022,Black Forest Plastics,0.971,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0168,Sensor 0168,Electronics,101,10940.32,expedited,delivered,2025-04-28,2025-04-28,0.0,False,,False,False
SHP-004675,ORD-004675,2025-06-19,2025-06,DE-Central,SUP-003,Alpine Industrial Parts,0.922,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0035,Gear 0035,Mechanical,279,40362.93,standard,in_transit,2025-06-25,,,,,True,False
SHP-004676,ORD-004676,2025-10-21,2025-10,DE-South,SUP-022,Black Forest Plastics,0.971,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0034,Label Roll 0034,Packaging,906,163279.32,standard,delivered,2025-10-31,2025-10-30,-1.0,False,,False,False
SHP-004677,ORD-004677,2025-04-03,2025-04,DE-Central,SUP-008,Hanseatic Materials,0.604,low,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0139,Valve 0139,Mechanical,119,1790.95,critical,delivered,2025-04-12,2025-04-10,-2.0,False,,False,False
SHP-004678,ORD-004678,2025-08-29,2025-09,DE-South,SUP-006,Elbe Manufacturing,0.939,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0098,Steel Sheet 0098,Raw Materials,58,20345.24,standard,in_transit,2025-09-07,,,,,False,False
SHP-004679,ORD-004679,2025-04-03,2025-04,DE-North,SUP-013,Rhine Components,0.887,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0161,Gear 0161,Mechanical,256,81505.28,standard,delivered,2025-04-12,2025-04-11,-1.0,False,,False,False
SHP-004680,ORD-004680,2025-10-06,2025-10,DE-Central,SUP-015,Alpine Industrial Parts,0.925,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0018,Strap 0018,Textiles,23,4430.49,standard,delivered,2025-10-11,2025-10-11,0.0,False,,False,False
SHP-004681,ORD-004681,2025-04-28,2025-05,DE-West,SUP-010,Black Forest Plastics,0.829,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0047,Foam Insert 0047,Packaging,982,59312.8,standard,delivered,2025-05-05,2025-05-05,0.0,False,,True,False
SHP-004682,ORD-004682,2025-09-24,2025-10,DE-South,SUP-019,Danube Tools,0.652,low,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0084,Steel Sheet 0084,Raw Materials,473,182592.19,standard,delivered,2025-10-01,2025-10-03,2.0,True,warehouse_capacity_constraint,True,False
SHP-004683,ORD-004683,2025-10-23,2025-10,DE-North,SUP-010,Black Forest Plastics,0.829,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0027,Rubber Seal 0027,Raw Materials,494,35874.28,expedited,in_transit,2025-10-27,,,,,False,False
SHP-004684,ORD-004684,2025-11-06,2025-11,DE-West,SUP-014,Baltic Packaging,0.868,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0126,Controller 0126,Electronics,133,7499.87,standard,delivered,2025-11-11,2025-11-11,0.0,False,,False,True
SHP-004685,ORD-004685,2025-10-29,2025-11,DE-Central,SUP-015,Alpine Industrial Parts,0.925,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0021,Foam Insert 0021,Packaging,641,54760.63,standard,delivered,2025-11-03,2025-11-01,-2.0,False,,True,True
SHP-004686,ORD-004686,2025-10-16,2025-10,DE-Central,SUP-019,Danube Tools,0.652,low,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0046,Carton 0046,Packaging,576,216662.4,standard,delivered,2025-10-24,2025-10-25,1.0,True,carrier_delay,False,False
SHP-004687,ORD-004687,2025-04-30,2025-05,DE-North,SUP-012,Bavaria Textile Group,0.813,medium,WH-003,Munich Distribution Center,Munich,medium,PRD-0148,Work Gloves 0148,Textiles,116,10122.16,expedited,delivered,2025-05-12,2025-05-12,0.0,False,,False,False
SHP-004688,ORD-004688,2025-07-07,2025-07,DE-North,SUP-019,Danube Tools,0.652,low,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0084,Steel Sheet 0084,Raw Materials,141,54430.23,critical,delivered,2025-07-14,2025-07-14,0.0,False,,False,False
SHP-004689,ORD-004689,2025-06-08,2025-06,DE-East,SUP-022,Black Forest Plastics,0.971,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0168,Sensor 0168,Electronics,143,15489.76,standard,delivered,2025-06-18,2025-06-22,4.0,True,supplier_late_dispatch,False,False
SHP-004690,ORD-004690,2025-12-26,2026-01,DE-North,SUP-012,Bavaria Textile Group,0.813,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0148,Work Gloves 0148,Textiles,219,19109.94,standard,delivered,2026-01-09,2026-01-09,0.0,False,,False,False
SHP-004691,ORD-004691,2025-05-24,2025-05,DE-South,SUP-014,Baltic Packaging,0.868,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0103,Aluminium Rod 0103,Raw Materials,83,759.45,standard,delivered,2025-05-31,2025-05-31,0.0,False,,False,False
SHP-004692,ORD-004692,2025-11-12,2025-11,DE-East,SUP-008,Hanseatic Materials,0.604,low,WH-004,Cologne Distribution Center,Cologne,low,PRD-0053,Work Gloves 0053,Textiles,204,78919.44,standard,delivered,2025-11-22,2025-11-20,-2.0,False,,False,True
SHP-004693,ORD-004693,2025-10-21,2025-11,DE-East,SUP-009,Ruhr Mechanical,0.965,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0055,Controller 0055,Electronics,94,17053.48,standard,in_transit,2025-11-01,,,,,False,True
SHP-004694,ORD-004694,2025-10-09,2025-10,DE-North,SUP-001,Rhine Components,0.724,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0012,Pallet Wrap 0012,Packaging,893,28656.37,standard,delivered,2025-10-15,2025-10-13,-2.0,False,,False,False
SHP-004695,ORD-004695,2025-12-10,2025-12,DE-Central,SUP-014,Baltic Packaging,0.868,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0058,Bearing 0058,Mechanical,253,13130.7,standard,delivered,2025-12-16,2025-12-17,1.0,True,inventory_shortage,False,False
SHP-004696,ORD-004696,2025-09-02,2025-09,DE-East,SUP-017,Main River Electronics,0.811,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0114,Aluminium Rod 0114,Raw Materials,271,58213.51,expedited,delivered,2025-09-16,2025-09-17,1.0,True,supplier_late_dispatch,True,False
SHP-004697,ORD-004697,2025-06-29,2025-07,DE-West,SUP-006,Elbe Manufacturing,0.939,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0098,Steel Sheet 0098,Raw Materials,421,147678.38,standard,delivered,2025-07-05,2025-07-05,0.0,False,,False,False
SHP-004698,ORD-004698,2025-10-14,2025-10,DE-North,SUP-004,Nordic Freight Supplies,0.931,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0062,Valve 0062,Mechanical,14,4195.8,standard,delivered,2025-10-29,2025-10-31,2.0,True,warehouse_capacity_constraint,False,False
SHP-004699,ORD-004699,2025-09-21,2025-09,DE-South,SUP-011,Saxon Metals,0.611,low,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0082,Carton 0082,Packaging,1130,213276.2,standard,delivered,2025-09-30,2025-09-30,0.0,False,,True,False
SHP-004700,ORD-004700,2025-09-17,2025-09,DE-East,SUP-008,Hanseatic Materials,0.604,low,WH-003,Munich Distribution Center,Munich,medium,PRD-0113,Bracket 0113,Mechanical,151,27794.57,standard,in_transit,2025-09-28,,,,,False,False
SHP-004701,ORD-004701,2025-12-21,2025-12,DE-West,SUP-007,Danube Tools,0.771,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0149,Cover Sheet 0149,Textiles,252,86395.68,expedited,delivered,2025-12-30,2025-12-30,0.0,False,,False,False
SHP-004702,ORD-004702,2025-10-30,2025-11,DE-Central,SUP-007,Danube Tools,0.771,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0149,Cover Sheet 0149,Textiles,25,8571.0,standard,delivered,2025-11-06,2025-11-07,1.0,True,,False,False
SHP-004703,ORD-004703,2025-01-13,2025-01,DE-North,SUP-014,Baltic Packaging,0.868,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0104,Gear 0104,Mechanical,67,21393.77,standard,delivered,2025-01-21,2025-01-31,10.0,True,inventory_shortage,False,True
SHP-004704,ORD-004704,2025-06-07,2025-06,DE-West,SUP-008,Hanseatic Materials,0.604,low,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0073,Foam Insert 0073,Packaging,104,23320.96,standard,delivered,2025-06-17,2025-06-17,0.0,False,,True,False
SHP-004705,ORD-004705,2025-10-28,2025-11,DE-South,SUP-007,Danube Tools,0.771,medium,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0091,Cable 0091,Electronics,10,1727.7,standard,delivered,2025-11-07,2025-11-09,2.0,True,supplier_late_dispatch,False,True
SHP-004706,ORD-004706,2025-06-22,2025-07,DE-East,SUP-023,Saxon Metals,0.93,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0052,Safety Vest 0052,Textiles,139,17045.57,expedited,delivered,2025-07-03,2025-07-04,1.0,True,,True,False
SHP-004707,ORD-004707,2025-11-04,2025-11,DE-Central,SUP-018,Elbe Manufacturing,0.745,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0119,Label Roll 0119,Packaging,662,6500.84,standard,delivered,2025-11-11,2025-11-11,0.0,False,,True,False
SHP-004708,ORD-004708,2025-12-04,2025-12,DE-West,SUP-018,Elbe Manufacturing,0.745,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0130,Controller 0130,Electronics,124,13714.4,standard,delivered,2025-12-15,2025-12-15,0.0,False,,True,False
SHP-004709,ORD-004709,2025-04-28,2025-05,DE-East,SUP-015,Alpine Industrial Parts,0.925,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0090,Scanner 0090,Electronics,91,5832.19,standard,delivered,2025-05-05,2025-05-06,1.0,True,,False,True
SHP-004710,ORD-004710,2025-03-30,2025-04,DE-North,SUP-009,Ruhr Mechanical,0.965,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0165,Carton 0165,Packaging,435,92711.55,expedited,delivered,2025-04-09,2025-04-10,1.0,True,,True,False
SHP-004711,ORD-004711,2025-09-09,2025-09,DE-East,SUP-020,Hanseatic Materials,0.846,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0128,Gear 0128,Mechanical,37,5174.45,standard,delivered,2025-09-16,2025-09-16,0.0,False,,False,False
SHP-004712,ORD-004712,2025-10-30,2025-11,DE-Central,SUP-003,Alpine Industrial Parts,0.922,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0037,Bracket 0037,Mechanical,336,141187.2,standard,delivered,2025-11-04,2025-11-08,4.0,True,inventory_shortage,True,True
SHP-004713,ORD-004713,2025-05-26,2025-06,DE-North,SUP-022,Black Forest Plastics,0.971,high,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0168,Sensor 0168,Electronics,137,14839.84,standard,delivered,2025-06-05,2025-06-06,1.0,True,customs_documentation,False,False
SHP-004714,ORD-004714,2025-12-16,2025-12,DE-Central,SUP-009,Ruhr Mechanical,0.965,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0079,Gear 0079,Mechanical,14,3966.76,standard,delivered,2025-12-27,2025-12-27,0.0,False,,False,False
SHP-004715,ORD-004715,2025-03-27,2025-04,DE-West,SUP-008,Hanseatic Materials,0.604,low,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0139,Valve 0139,Mechanical,174,2618.7,standard,delivered,2025-04-09,2025-04-09,0.0,False,,False,False
SHP-004716,ORD-004716,2025-07-23,2025-08,DE-Central,SUP-009,Ruhr Mechanical,0.965,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0086,Plastic Resin 0086,Raw Materials,381,84387.69,standard,delivered,2025-08-01,2025-07-31,-1.0,False,,False,True
SHP-004717,ORD-004717,2025-05-30,2025-06,DE-West,SUP-004,Nordic Freight Supplies,0.931,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0057,Aluminium Rod 0057,Raw Materials,206,87111.22,standard,delivered,2025-06-14,2025-06-15,1.0,True,,False,False
SHP-004718,ORD-004718,2025-04-30,2025-05,DE-West,SUP-011,Saxon Metals,0.611,low,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0080,Cable 0080,Electronics,157,16987.4,standard,delivered,2025-05-09,2025-05-09,0.0,False,,False,False
SHP-004719,ORD-004719,2025-12-29,2026-01,DE-South,SUP-016,Nordic Freight Supplies,0.901,high,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0108,Rubber Seal 0108,Raw Materials,360,55332.0,standard,delivered,2026-01-12,2026-01-15,3.0,True,warehouse_capacity_constraint,False,False
